create table c (b, a, bn, an, scn);
insert into c values (96,3538822,2892,13804,4836);
insert into c values (27,818635,14775,4136,3999);
insert into c values (6,6922640,7883,18904,1980);
insert into c values (83,135708,5307,5827,4536);
insert into c values (44,8629198,15903,14710,2134);
insert into c values (83,6796490,12779,18524,1892);
insert into c values (96,7791091,6753,370,2303);
insert into c values (58,1909787,4971,16540,4944);
insert into c values (82,8132840,19275,5806,2481);
insert into c values (23,8754052,3155,2839,1323);
insert into c values (25,870802,1343,9342,4334);
insert into c values (31,2316223,4005,16181,4028);
insert into c values (60,1462587,18799,6724,2787);
insert into c values (15,2600024,5070,1584,4884);
insert into c values (96,9279686,7277,5077,4607);
insert into c values (32,4803518,19983,9716,3417);
insert into c values (46,2706711,7108,9255,3328);
insert into c values (52,2307309,2921,14999,1922);
insert into c values (47,229861,1990,10305,1579);
insert into c values (28,9658345,9322,2628,3557);
insert into c values (79,8821102,13591,1820,3348);
insert into c values (13,3992593,7980,19121,1934);
insert into c values (16,9072217,18643,8929,4128);
insert into c values (70,431421,16313,6780,2972);
insert into c values (91,9721582,17119,8142,1105);
insert into c values (80,1171097,12770,3393,2401);
insert into c values (88,8881582,5803,18817,3992);
insert into c values (85,4170857,8731,1342,1560);
insert into c values (73,9089618,6570,4448,1080);
insert into c values (41,9115193,3140,613,85);
insert into c values (53,1110052,17103,14297,533);
insert into c values (68,1336859,18323,4058,3369);
insert into c values (32,8544665,11673,14838,4110);
insert into c values (31,1796429,2323,13917,4353);
insert into c values (79,9051871,7734,11760,158);
insert into c values (8,2345386,4675,15847,4339);
insert into c values (33,9276576,12608,4954,3506);
insert into c values (32,2440991,14762,9692,2100);
insert into c values (90,294178,13705,9338,2081);
insert into c values (34,216976,19671,7972,3977);
insert into c values (43,2912939,16138,4832,1546);
insert into c values (35,9649270,3441,16511,2222);
insert into c values (62,6140166,9022,18437,4194);
insert into c values (59,5695173,6813,51,4024);
insert into c values (77,880787,1029,14950,1421);
insert into c values (72,4975583,7938,6044,3968);
insert into c values (28,613576,18517,17061,1329);
insert into c values (49,1769268,4614,5209,4527);
insert into c values (69,5466923,8734,15870,2737);
insert into c values (98,7264124,16038,19688,3506);
insert into c values (88,7083367,4053,15141,1554);
insert into c values (52,7102313,2529,18760,3487);
insert into c values (93,1304020,15808,17638,4107);
insert into c values (30,6578566,4566,19578,710);
insert into c values (5,6426652,18566,979,3903);
insert into c values (27,2176254,11722,1626,4596);
insert into c values (70,8708654,19302,3622,2871);
insert into c values (6,5322346,12967,5554,4480);
insert into c values (84,8943033,12863,14054,4500);
insert into c values (18,166154,3218,11254,985);
insert into c values (63,8739877,17390,1220,604);
insert into c values (72,9926985,18155,11683,4530);
insert into c values (7,7509409,3151,2167,3792);
insert into c values (80,7877218,19997,17503,1642);
insert into c values (23,9141533,6431,18212,4083);
insert into c values (1,6180300,4817,7927,3117);
insert into c values (21,4570201,12696,12062,2407);
insert into c values (36,3078749,13684,2958,4465);
insert into c values (44,7905185,19095,4197,4882);
insert into c values (25,6753567,16662,17560,3959);
insert into c values (0,4621092,13265,15822,811);
insert into c values (28,9499238,9562,9775,4057);
insert into c values (35,4880882,11930,9370,2761);
insert into c values (35,1929323,1082,4958,50);
insert into c values (60,4969044,15173,8705,694);
insert into c values (47,8694400,10343,8542,3421);
insert into c values (59,9565816,2964,17918,2176);
insert into c values (99,7959410,17791,3499,1406);
insert into c values (70,6332002,7845,4447,3728);
insert into c values (91,8790412,4296,8050,2181);
insert into c values (35,7631207,5642,7490,2656);
insert into c values (18,4765335,4412,15522,4227);
insert into c values (86,1310740,587,2722,4563);
insert into c values (95,3293144,7423,3263,733);
insert into c values (79,5918860,14011,6259,4138);
insert into c values (28,6674236,1053,8433,3955);
insert into c values (74,1589445,7864,10642,4294);
insert into c values (28,925998,9951,17635,3050);
insert into c values (41,7112958,18091,12070,227);
insert into c values (91,4036608,18217,11838,2352);
insert into c values (33,2238857,952,12021,260);
insert into c values (55,1245786,11132,10958,3905);
insert into c values (53,3306159,14845,4769,4469);
insert into c values (33,1007827,619,16926,565);
insert into c values (9,8334528,15596,14060,2555);
insert into c values (74,5535608,19826,1832,2645);
insert into c values (48,5236960,14317,18156,501);
insert into c values (4,6770113,684,18178,2104);
insert into c values (92,1227259,15439,16146,3940);
insert into c values (53,1893871,19367,15489,2192);
insert into c values (1,9839818,7770,15796,3072);
insert into c values (65,4447061,14836,16873,3174);
insert into c values (27,5295655,10393,15462,4970);
insert into c values (43,4458642,9408,11786,2319);
insert into c values (16,4624223,9382,15444,381);
insert into c values (61,3563829,15753,1862,1335);
insert into c values (97,660500,13976,6757,4005);
insert into c values (88,5638472,8204,2380,4301);
insert into c values (77,7852667,861,15108,2844);
insert into c values (80,2672890,17297,360,1840);
insert into c values (92,331255,3366,12965,4690);
insert into c values (45,9283780,6759,13087,2682);
insert into c values (87,6427409,632,17581,1718);
insert into c values (51,7728931,14686,18557,83);
insert into c values (85,9176704,14014,4383,4166);
insert into c values (55,53909,7876,16024,3905);
insert into c values (61,2506798,10803,10158,2695);
insert into c values (30,9246980,12401,7693,892);
insert into c values (96,4924233,14435,3477,2221);
insert into c values (79,7834342,14418,3992,3263);
insert into c values (22,9809331,7960,4213,3896);
insert into c values (44,8775034,8415,15035,3844);
insert into c values (10,8127414,19154,5516,3525);
insert into c values (63,1860912,15217,15549,3855);
insert into c values (43,7114812,14468,15774,813);
insert into c values (11,2925551,3002,12549,2297);
insert into c values (67,2422252,40,19673,1511);
insert into c values (71,4608219,14095,764,1502);
insert into c values (57,1460553,6375,15842,1216);
insert into c values (76,8854293,525,19080,2711);
insert into c values (52,5487410,2388,14209,2071);
insert into c values (88,2181441,2572,16580,2364);
insert into c values (12,610946,15561,7800,1);
insert into c values (31,2001908,5024,18476,978);
insert into c values (8,4329427,10400,16590,1890);
insert into c values (27,4582804,10750,17096,4838);
insert into c values (77,1413871,14723,16390,2472);
insert into c values (73,8484858,19422,14435,1638);
insert into c values (19,2470582,11885,3100,2581);
insert into c values (90,5563914,18109,14307,228);
insert into c values (9,1751592,2689,11602,2079);
insert into c values (15,6336123,16592,5706,4957);
insert into c values (56,6031406,15204,10378,3632);
insert into c values (29,8211995,17240,10033,610);
insert into c values (72,3519881,19613,17894,2823);
insert into c values (34,8089908,4395,19867,1836);
insert into c values (75,3503491,8055,5056,1387);
insert into c values (25,3330698,9104,18722,3468);
insert into c values (47,9662546,10149,5108,2886);
insert into c values (45,5117040,11084,18594,4177);
insert into c values (92,1432709,7141,7325,605);
insert into c values (38,6043442,16214,3548,1586);
insert into c values (53,7344957,18111,19677,2371);
insert into c values (53,6058594,18667,5996,389);
insert into c values (20,8017398,16950,14013,4810);
insert into c values (89,9607876,8765,16517,4714);
insert into c values (53,2545622,2076,499,2692);
insert into c values (43,8515054,1564,9956,4272);
insert into c values (46,5838337,8844,8752,4754);
insert into c values (57,1859434,3517,9776,4717);
insert into c values (70,3121037,792,17416,1531);
insert into c values (3,1735981,14526,14556,3115);
insert into c values (13,7794413,2996,18588,4353);
insert into c values (27,7490323,16352,8634,3364);
insert into c values (38,1069657,16951,10646,2497);
insert into c values (18,2131551,3092,13160,4926);
insert into c values (62,3450036,4570,12924,4414);
insert into c values (79,5657166,9358,8731,2151);
insert into c values (23,5778874,19872,2694,4775);
insert into c values (31,2970808,7963,11915,3383);
insert into c values (66,4860592,13827,14064,3869);
insert into c values (20,6169805,19928,6356,624);
insert into c values (84,1652620,16415,3453,2606);
insert into c values (88,5401500,1301,15394,4748);
insert into c values (82,3171553,10861,1034,1300);
insert into c values (97,4841746,6653,18385,3605);
insert into c values (37,1337641,19163,3973,4577);
insert into c values (91,1368612,6744,10313,4434);
insert into c values (72,2239859,2007,1886,2815);
insert into c values (13,994387,12264,9122,3042);
insert into c values (95,4446905,980,12533,2793);
insert into c values (9,1493912,18223,10401,2861);
insert into c values (34,4192598,13395,4990,4821);
insert into c values (91,3389111,1308,19440,4834);
insert into c values (82,89985,9716,2663,2910);
insert into c values (45,4802782,1552,18883,2932);
insert into c values (85,1054964,2375,79,107);
insert into c values (3,7311671,15558,8195,3681);
insert into c values (36,3241704,6045,7638,3329);
insert into c values (71,3257783,4490,9914,2108);
insert into c values (36,8987386,12671,14670,4191);
insert into c values (25,2438476,13604,19377,1569);
insert into c values (60,9989085,2753,15885,1264);
insert into c values (27,4040822,7738,16238,2203);
insert into c values (89,6751053,9309,5248,2392);
insert into c values (96,54874,19939,97,1778);
insert into c values (45,980368,17971,17016,4203);
insert into c values (34,4931519,2771,9494,3471);
insert into c values (71,257867,14287,3896,4349);
insert into c values (86,2661490,6362,15946,831);
insert into c values (77,244505,16577,9194,3868);
insert into c values (54,4331337,15106,7151,2102);
insert into c values (45,598774,6185,5003,4651);
insert into c values (66,867658,14923,18133,2585);
insert into c values (96,4979786,17691,2463,2514);
insert into c values (40,9157258,11400,11994,616);
insert into c values (7,179461,23,15863,1699);
insert into c values (60,1779228,15590,13744,1565);
insert into c values (48,8302430,17267,19645,2921);
insert into c values (27,5277914,10546,1135,2735);
insert into c values (24,9279667,12356,5885,3223);
insert into c values (45,5199975,485,19020,3729);
insert into c values (60,148690,18670,16266,1159);
insert into c values (71,9559278,8065,10747,1878);
insert into c values (6,211523,7754,12613,3558);
insert into c values (99,9554366,13336,11808,3383);
insert into c values (25,6950977,14233,5637,3410);
insert into c values (31,8544910,13189,3772,2841);
insert into c values (48,9451439,5418,974,3527);
insert into c values (83,5612620,4189,1299,1887);
insert into c values (33,4873276,18303,3232,256);
insert into c values (18,3065155,5861,14090,215);
insert into c values (94,802373,16361,1502,810);
insert into c values (88,2862564,9557,6023,4556);
insert into c values (26,1554005,10069,3555,3257);
insert into c values (21,6058834,10658,19771,2180);
insert into c values (70,6611672,2739,1812,2789);
insert into c values (67,1135749,2819,11824,1892);
insert into c values (20,4194371,7904,14856,2577);
insert into c values (15,6878512,5771,9391,2060);
insert into c values (92,4455905,9359,2816,1057);
insert into c values (75,8714298,3989,6192,2179);
insert into c values (93,6749840,6351,918,2114);
insert into c values (43,6315129,9243,14957,3076);
insert into c values (96,1571533,1102,3127,4559);
insert into c values (54,9060944,223,8696,3905);
insert into c values (6,9357936,17725,4218,1834);
insert into c values (38,8106437,18456,103,1254);
insert into c values (52,6618265,3885,19930,4250);
insert into c values (67,521201,18414,2331,4711);
insert into c values (73,8240811,5008,15534,1699);
insert into c values (14,1335548,13392,5513,2593);
insert into c values (80,1715712,10123,9923,2198);
insert into c values (22,6113032,9182,9506,3582);
insert into c values (93,1054002,13375,13244,1866);
insert into c values (80,9802113,7888,12025,4007);
insert into c values (4,8155429,17238,8529,3818);
insert into c values (22,6641813,15628,1327,4253);
insert into c values (99,3556341,1573,18622,4738);
insert into c values (15,5169127,3642,2571,51);
insert into c values (67,7806012,6646,11025,1197);
insert into c values (75,2926070,13939,1966,3795);
insert into c values (51,165500,712,17282,3612);
insert into c values (20,4741616,11194,17529,1077);
insert into c values (86,6982083,1013,3187,3215);
insert into c values (88,3594356,6865,11640,3537);
insert into c values (0,2151530,16552,1287,4164);
insert into c values (18,3488281,1897,16654,4183);
insert into c values (41,223539,7174,1475,1951);
insert into c values (8,882106,7531,19925,2128);
insert into c values (41,2047528,4673,19694,3897);
insert into c values (10,454958,12312,17731,178);
insert into c values (66,7198364,3035,8452,3160);
insert into c values (80,2905042,10413,15253,2585);
insert into c values (69,8316765,14624,5164,4594);
insert into c values (49,9886900,7151,19921,1924);
insert into c values (20,5633102,8122,8000,876);
insert into c values (35,6912070,4457,13745,231);
insert into c values (24,4823847,8613,11986,158);
insert into c values (61,6282396,16606,11365,274);
insert into c values (81,5658346,11001,12897,3620);
insert into c values (16,6290141,1496,899,2218);
insert into c values (23,837011,12744,17485,4217);
insert into c values (10,5980971,5486,13915,3851);
insert into c values (34,1150532,12537,12250,3995);
insert into c values (32,1600643,3981,306,3186);
insert into c values (74,1310568,7170,1519,3780);
insert into c values (56,8067246,8212,1281,3919);
insert into c values (35,4850738,9479,13037,1337);
insert into c values (72,4972100,19089,2821,2051);
insert into c values (44,6210029,16099,13893,2960);
insert into c values (61,2069061,18083,13232,3177);
insert into c values (39,6733482,15510,1448,3553);
insert into c values (39,2223944,9247,972,581);
insert into c values (99,1831099,19566,1893,4644);
insert into c values (25,2724987,8131,78,22);
insert into c values (62,5706161,6614,11080,3801);
insert into c values (32,5067983,13978,14233,3827);
insert into c values (53,1606321,5389,1739,2276);
insert into c values (21,1599503,4875,6759,3796);
insert into c values (55,7782422,13558,17377,2454);
insert into c values (26,9231837,5086,3905,258);
insert into c values (39,6407543,14739,14510,4177);
insert into c values (22,4740199,11163,7549,3691);
insert into c values (76,5030236,13063,13319,4698);
insert into c values (67,6303886,6131,8094,2688);
insert into c values (74,6485237,9979,3515,3038);
insert into c values (9,2562321,16764,13480,4178);
insert into c values (53,1998152,18180,8725,742);
insert into c values (40,220068,4088,16313,4106);
insert into c values (99,393851,13361,16861,1268);
insert into c values (18,6786359,2379,17604,2771);
insert into c values (8,5832594,9703,13272,2022);
insert into c values (71,4758566,9065,16750,4421);
insert into c values (29,8342814,1992,16625,3074);
insert into c values (51,7018704,6559,5748,408);
insert into c values (45,6834476,6769,6212,3213);
insert into c values (28,5350517,19610,4241,3640);
insert into c values (50,8302005,14806,16665,881);
insert into c values (44,1405129,13635,4864,983);
insert into c values (89,5820684,16684,11141,4498);
insert into c values (55,8633906,11351,11992,4074);
insert into c values (25,7601159,16236,2922,328);
insert into c values (73,7996136,7228,5927,3588);
insert into c values (47,5257706,19737,5601,582);
insert into c values (30,772141,14928,734,2823);
insert into c values (82,488604,8896,8534,1301);
insert into c values (81,3202778,2712,16509,4083);
insert into c values (28,465639,15659,12765,4608);
insert into c values (96,4378328,14142,6224,1762);
insert into c values (67,7602813,2147,5948,1866);
insert into c values (0,3423605,18642,3712,623);
insert into c values (21,9353040,4235,17929,638);
insert into c values (46,4489556,16328,2008,392);
insert into c values (97,1590882,6247,14542,3209);
insert into c values (79,3575502,4610,119,4304);
insert into c values (12,2814457,5383,15993,3887);
insert into c values (79,4347614,14111,11194,4850);
insert into c values (97,3010524,17894,6627,3332);
insert into c values (26,8797347,19554,3741,3720);
insert into c values (67,1792262,11237,10743,2853);
insert into c values (89,7348657,19144,19641,3344);
insert into c values (77,248707,914,14430,2708);
insert into c values (34,8971942,819,19840,1470);
insert into c values (6,1529999,15567,6478,166);
insert into c values (44,7032488,11576,108,483);
insert into c values (66,7752387,10093,12400,2461);
insert into c values (1,4890813,6027,6560,4790);
insert into c values (55,2381935,6776,3410,506);
insert into c values (38,5515221,6832,7017,1485);
insert into c values (89,6225466,11640,14557,3349);
insert into c values (30,4731682,3411,17937,3999);
insert into c values (46,7861749,18710,1846,1747);
insert into c values (72,6818420,243,19644,3726);
insert into c values (5,3764225,3266,13131,105);
insert into c values (59,402436,19295,4411,3733);
insert into c values (79,964275,13896,7683,3269);
insert into c values (64,5458505,7668,16203,2762);
insert into c values (22,1619911,19504,4096,4093);
insert into c values (66,2757099,18929,7539,4169);
insert into c values (73,5221252,394,6668,4856);
insert into c values (42,7274507,963,8665,1517);
insert into c values (27,5099172,1504,11508,1519);
insert into c values (40,4391363,17583,9672,724);
insert into c values (15,1208398,8434,15199,3854);
insert into c values (14,8643114,3796,2757,4870);
insert into c values (75,47164,13575,13317,1509);
insert into c values (90,7570730,9701,9229,1062);
insert into c values (37,8067943,4617,93,95);
insert into c values (75,5308799,19574,2824,165);
insert into c values (32,4186452,5819,9104,1661);
insert into c values (23,4442036,16108,14698,2842);
insert into c values (39,7610319,7097,2574,2749);
insert into c values (63,711364,3146,18250,3230);
insert into c values (22,1853309,10876,1198,1485);
insert into c values (63,954354,10681,14437,2525);
insert into c values (84,7578773,13120,2860,4692);
insert into c values (22,9348743,19141,12185,3689);
insert into c values (61,3815925,17180,12972,1942);
insert into c values (83,7556410,17404,8391,3039);
insert into c values (99,9559677,10653,161,2553);
insert into c values (35,8981608,14822,15181,4574);
insert into c values (94,8383043,10652,15004,442);
insert into c values (98,3720662,10518,17999,2078);
insert into c values (94,1744580,1372,9559,4892);
insert into c values (91,1985830,7527,12944,1774);
insert into c values (43,7352286,19024,15733,2287);
insert into c values (4,9149554,11887,16441,796);
insert into c values (53,1536377,18191,13149,645);
insert into c values (60,9432257,3963,18119,1921);
insert into c values (63,1802774,15146,13573,1130);
insert into c values (24,6567214,6425,4012,184);
insert into c values (30,2127602,12040,5774,4912);
insert into c values (13,5655719,797,8588,4642);
insert into c values (97,4655634,5139,5532,679);
insert into c values (11,6011006,16389,2534,4230);
insert into c values (8,5054561,1959,3199,1479);
insert into c values (58,3340498,18972,14451,3625);
insert into c values (50,417447,19299,17072,2116);
insert into c values (19,9606932,14306,7963,1843);
insert into c values (85,6240768,1000,7222,1586);
insert into c values (30,2899496,13781,570,4355);
insert into c values (75,5703827,3849,2429,1956);
insert into c values (13,1696366,18829,17890,1824);
insert into c values (1,7784650,17903,12999,1069);
insert into c values (48,1701065,12164,2974,3240);
insert into c values (39,9752264,19874,8865,2538);
insert into c values (98,1525130,3474,2467,4831);
insert into c values (54,8374076,11122,10443,399);
insert into c values (34,3154122,10616,15439,892);
insert into c values (37,3107852,19155,14974,1665);
insert into c values (39,1517451,5302,3482,259);
insert into c values (89,9032554,12726,2602,2633);
insert into c values (54,3735052,12358,8250,3576);
insert into c values (7,993655,10174,10666,3355);
insert into c values (14,1651106,5616,6942,428);
insert into c values (15,4718706,16510,11618,2961);
insert into c values (93,5307548,9041,846,636);
insert into c values (19,5708792,15352,6694,284);
insert into c values (86,4386715,12493,14186,2833);
insert into c values (93,1936884,16110,18585,2496);
insert into c values (99,8729908,13400,8727,1063);
insert into c values (80,3481162,18552,862,591);
insert into c values (83,9495004,12546,3722,777);
insert into c values (71,5203018,14914,5731,3092);
insert into c values (90,904273,1307,3534,4961);
insert into c values (71,2972974,19995,10096,4998);
insert into c values (37,4495955,18587,11560,2980);
insert into c values (49,115293,16655,15712,4090);
insert into c values (62,3128886,15609,19386,3334);
insert into c values (6,6465411,6910,3949,2248);
insert into c values (32,9952330,413,4327,1073);
insert into c values (95,4003578,7514,10010,2139);
insert into c values (17,7183656,11475,12249,1401);
insert into c values (68,4328836,2377,17180,4736);
insert into c values (38,3867879,4049,9051,3391);
insert into c values (3,4263950,8550,6719,2170);
insert into c values (61,9849487,1022,13380,2736);
insert into c values (53,2587861,1787,6890,1183);
insert into c values (46,5646965,1234,3954,2763);
insert into c values (55,291299,4169,18678,4105);
insert into c values (91,6428605,10216,17502,4999);
insert into c values (91,1132861,16278,4645,699);
insert into c values (88,1143172,10669,12393,1655);
insert into c values (14,6556824,18725,7411,4113);
insert into c values (29,8064890,11766,85,2315);
insert into c values (25,445893,8913,11688,550);
insert into c values (94,1370913,13458,19798,4439);
insert into c values (86,8663541,16478,17708,3845);
insert into c values (95,898694,14110,12564,2089);
insert into c values (94,7607638,12918,5595,4546);
insert into c values (49,4510668,5618,8753,3341);
insert into c values (39,1113175,9015,17776,3318);
insert into c values (63,8686846,8805,15566,3953);
insert into c values (19,9923072,32,14854,4346);
insert into c values (32,344922,17845,19296,724);
insert into c values (5,850351,5471,4638,3497);
insert into c values (24,619945,2785,10269,1807);
insert into c values (9,3474246,15144,12855,4799);
insert into c values (84,6787103,4815,4842,1309);
insert into c values (64,9363410,15768,18406,3242);
insert into c values (3,7500969,18005,14320,3401);
insert into c values (71,9661362,12366,12427,935);
insert into c values (34,3351714,6996,10702,4607);
insert into c values (39,5983191,6668,5282,3749);
insert into c values (47,2521873,2326,9770,850);
insert into c values (24,5672167,5770,19885,181);
insert into c values (82,1580720,5206,3580,2722);
insert into c values (36,316232,6583,14023,1096);
insert into c values (32,1833581,5556,18512,533);
insert into c values (38,7510507,16310,18379,4912);
insert into c values (46,4266157,16102,7081,3078);
insert into c values (37,3698486,11493,8112,437);
insert into c values (63,9658492,15066,17758,3482);
insert into c values (5,4322839,11188,15016,3136);
insert into c values (25,7531501,18269,18455,2723);
insert into c values (27,300149,6070,18024,4063);
insert into c values (52,5404645,9307,15621,1072);
insert into c values (85,1647868,16956,870,3641);
insert into c values (69,745720,14162,1006,4173);
insert into c values (25,799767,912,10997,4469);
insert into c values (0,3655851,3927,12332,1033);
insert into c values (90,139223,3172,7419,146);
insert into c values (83,259700,16739,18028,812);
insert into c values (40,5955508,7105,18544,3496);
insert into c values (28,499955,15283,7345,4019);
insert into c values (91,7833107,15060,4225,3512);
insert into c values (65,4238294,18362,10745,51);
insert into c values (44,3100254,6354,1642,488);
insert into c values (99,313244,8142,3379,515);
insert into c values (25,682806,17242,166,3523);
insert into c values (90,6846487,9698,744,3380);
insert into c values (58,6696481,11451,16679,690);
insert into c values (65,9906412,10265,8960,483);
insert into c values (93,8406250,19549,9620,1059);
insert into c values (76,6581459,12261,15546,3882);
insert into c values (47,5043066,4292,2279,4277);
insert into c values (17,6750141,19958,733,1651);
insert into c values (43,129893,8705,787,286);
insert into c values (45,4555979,18139,1965,4695);
insert into c values (41,8224366,6557,11213,1310);
insert into c values (50,2215530,7706,44,4853);
insert into c values (2,9894453,6112,16291,1509);
insert into c values (56,783120,7465,16603,758);
insert into c values (82,7033235,14189,14785,4562);
insert into c values (42,9777277,12856,18761,4726);
insert into c values (65,5654858,13866,15258,2023);
insert into c values (46,4119394,2880,19315,898);
insert into c values (22,5142889,4121,2041,2595);
insert into c values (51,1774125,630,7463,4061);
insert into c values (63,9679706,14047,2292,4788);
insert into c values (91,438502,6186,18691,1982);
insert into c values (3,6080822,5027,4180,2194);
insert into c values (43,7485025,5809,17528,1793);
insert into c values (93,4117025,110,17945,3731);
insert into c values (70,2242286,4556,11920,425);
insert into c values (91,2838910,16797,13211,886);
insert into c values (58,7412676,15496,18479,2374);
insert into c values (81,4110891,4045,8106,4421);
insert into c values (2,3107862,16089,10927,4645);
insert into c values (48,7594200,2889,365,4559);
insert into c values (57,8011225,6550,17172,1862);
insert into c values (50,4683875,6121,8523,1800);
insert into c values (13,6314329,14455,12822,1228);
insert into c values (39,3436007,12191,5403,1819);
insert into c values (43,8748671,16780,12578,2340);
insert into c values (80,1894201,18015,2752,1922);
insert into c values (94,4418496,6055,11827,2957);
insert into c values (3,5295643,17733,5811,4940);
insert into c values (36,9917758,3314,8513,2595);
insert into c values (59,8038830,11162,16128,3638);
insert into c values (69,2247137,19641,9369,2388);
insert into c values (29,7159764,12891,16147,4552);
insert into c values (74,7119351,19263,18788,633);
insert into c values (3,1128890,3740,13607,4836);
insert into c values (43,5847296,9153,9130,4905);
insert into c values (15,6123238,10740,15738,2429);
insert into c values (84,7026999,16481,1333,4123);
insert into c values (65,8993939,14671,17688,3457);
insert into c values (37,9215924,14392,6636,2509);
insert into c values (63,6028634,12026,18521,2202);
insert into c values (91,4121933,7401,18413,2780);
insert into c values (13,3634912,15127,6330,4957);
insert into c values (62,8141183,7441,15297,875);
insert into c values (1,2400508,14,12819,2268);
insert into c values (58,8316990,4772,12122,1831);
insert into c values (91,4395732,16171,9100,1585);
insert into c values (39,4246708,16055,15876,2438);
insert into c values (26,1073974,10224,6977,3213);
insert into c values (58,5391379,14699,10435,4179);
insert into c values (31,3535045,17922,4026,4574);
insert into c values (77,686954,2854,15633,4299);
insert into c values (71,7060661,18606,10768,2245);
insert into c values (2,2062104,1116,16296,1946);
insert into c values (71,857351,18875,18859,968);
insert into c values (8,8960116,7483,7440,3762);
insert into c values (7,6520330,10050,16560,1735);
insert into c values (28,7292078,1344,18128,2272);
insert into c values (52,2267861,10380,2846,2998);
insert into c values (9,6608866,4558,6029,1624);
insert into c values (98,6537425,14419,16678,483);
insert into c values (33,5500729,18308,11722,227);
insert into c values (18,4738405,5014,8927,1775);
insert into c values (95,7207469,12520,12846,1229);
insert into c values (1,4243071,15881,7127,2395);
insert into c values (13,3913118,10227,18998,3746);
insert into c values (9,2884179,18300,1049,1839);
insert into c values (47,9180239,6011,17433,3829);
insert into c values (21,5414565,7000,19239,1710);
insert into c values (32,1931681,11594,8868,4637);
insert into c values (15,1685267,13593,15333,2637);
insert into c values (0,1666242,11248,11018,48);
insert into c values (59,8338347,6963,14808,13);
insert into c values (59,2811129,14340,14724,1905);
insert into c values (45,23926,16227,6040,2009);
insert into c values (50,3358768,6291,2222,4595);
insert into c values (70,3934424,4248,2254,2958);
